# Summary stats for batch processing of regression models
# timestamp:2020-04-08 23:13:55
"ID","file_name","slope","pval","r2"
1,"ranFile001.csv",0.287086900298011,0.229861737323907,0.0476868602472274
2,"ranFile002.csv",0.0407094501679487,0.717066739747644,0.00149965530247972
3,"ranFile003.csv",0.128879957436571,0.489928483821345,0.0145581594161512
4,"ranFile004.csv",0.0346652825467404,0.803381068145953,0.00115793053240725
5,"ranFile005.csv",0.241836991240692,0.0781705228859487,0.0584592111911851
6,"ranFile006.csv",0.187575151376869,0.144576496822978,0.0334817534289219
7,"ranFile007.csv",0.00975198112529532,0.967238034967833,7.49545480927131e-05
8,"ranFile008.csv",0.362579815448684,0.0642192982986226,0.117060478798207
9,"ranFile009.csv",-0.577765078383047,0.243714616644341,0.187948030473139
10,"ranFile010.csv",-0.0172085677262614,0.938622707760776,0.000359113759900124
11,"ranFile011.csv",0.0312463646450584,0.891512039711496,0.00095320766646612
12,"ranFile012.csv",0.21560631995628,0.110970011795511,0.0472317789999651
13,"ranFile013.csv",-0.0101453141455507,0.963092789505471,0.00060564103668797
14,"ranFile014.csv",-0.242802306562501,0.208226818577464,0.049024426900101
15,"ranFile015.csv",0.176217652399801,0.170728738676086,0.0315666149941539
16,"ranFile016.csv",0.0751477051443162,0.682072143885284,0.00777218558249469
17,"ranFile017.csv",0.0491327244509579,0.639271607210073,0.00239813118363837
18,"ranFile018.csv",0.0862158900854244,0.684040628423384,0.00845408635570635
19,"ranFile019.csv",-0.162990744612961,0.477192061848939,0.0429394054860447
20,"ranFile020.csv",-0.140402368150264,0.132463412400447,0.0252501109059847
21,"ranFile021.csv",-0.155030038961082,0.166076085784147,0.0224420494185582
22,"ranFile022.csv",0.0838888998156415,0.475757851684098,0.00662578086666901
23,"ranFile023.csv",0.235676548205943,0.221850239419487,0.0774597172609192
24,"ranFile024.csv",0.110992542064796,0.48339346177466,0.0176997925425568
25,"ranFile025.csv",-0.111540625193646,0.331398218004239,0.0142996790817624
26,"ranFile026.csv",-0.360029263069682,0.0721562179866411,0.133789714343275
27,"ranFile027.csv",-0.0320071124412724,0.864813753627293,0.00118211213712252
28,"ranFile028.csv",0.235080395239233,0.0997694982493155,0.0468159806927811
29,"ranFile029.csv",0.0538388840409791,0.627306345469094,0.00263035937447519
30,"ranFile030.csv",-0.358789333570717,0.0445975392199937,0.116692892723136
31,"ranFile031.csv",-0.0397211733548711,0.707017941690689,0.0016509314013924
32,"ranFile032.csv",0.14637030283199,0.274135825668351,0.0213166592351894
33,"ranFile033.csv",-0.124444901449737,0.215170582999261,0.0212566310212212
34,"ranFile034.csv",0.0270912757377346,0.871422658633972,0.000616142734920825
35,"ranFile035.csv",-0.218894884103286,0.082069271881806,0.0521016285372426
36,"ranFile036.csv",-0.114443722069099,0.348342055070034,0.0160070134925371
37,"ranFile037.csv",-0.160130296454717,0.134048027697635,0.0271690448620295
38,"ranFile038.csv",-0.179932852234032,0.205139429325316,0.0280126379246387
39,"ranFile039.csv",0.0630871822207072,0.533993323340628,0.00473450452626044
40,"ranFile040.csv",-0.172660066198352,0.300775510251131,0.0314526788222117
41,"ranFile041.csv",0.0279625341372489,0.859715987428209,0.000931864025291583
42,"ranFile042.csv",0.0886296385679237,0.52827297230685,0.00851593010289596
43,"ranFile043.csv",-0.149856128913396,0.309859248275094,0.0206169273462303
44,"ranFile044.csv",-0.0491162484895451,0.67477654418155,0.00239252329877111
45,"ranFile045.csv",0.00354077968321856,0.974192125988205,1.19607411811255e-05
46,"ranFile046.csv",-0.0377813535241663,0.74495797460352,0.00134704704551115
47,"ranFile047.csv",-0.127153578712413,0.534527404076241,0.0144493061640997
48,"ranFile048.csv",0.111622462715797,0.380882459955092,0.0483010733278382
49,"ranFile049.csv",0.0575262098774366,0.644425639265218,0.00297451909620969
50,"ranFile050.csv",0.103222396456288,0.560193584229783,0.00951310104929732
51,"ranFile051.csv",-0.122066011279322,0.467206634621549,0.0126549014899088
52,"ranFile052.csv",-0.277725879673487,0.142603549539282,0.222876819757135
53,"ranFile053.csv",-0.0668769868609891,0.655408669284858,0.00378594506074645
54,"ranFile054.csv",-0.0770482703798197,0.615383365370209,0.00498547897917876
55,"ranFile055.csv",0.163655243833453,0.216533112168757,0.0281403906713329
56,"ranFile056.csv",-0.169367516970923,0.250135281373837,0.0306365637086945
57,"ranFile057.csv",0.0829502935002542,0.523763867972528,0.00743016771608457
58,"ranFile058.csv",0.673969454209061,0.0541519222067711,0.296900847534027
59,"ranFile059.csv",0.0347609533630063,0.854836399328496,0.000826041881939384
60,"ranFile060.csv",-0.0978737601859315,0.504418909282115,0.010679671374865
61,"ranFile061.csv",0.154455347513591,0.256598665510022,0.0246792734085376
62,"ranFile062.csv",-0.0211360827184874,0.932888825904936,0.00036347892756685
63,"ranFile063.csv",0.0734717471252826,0.706875311994609,0.00512839058262915
64,"ranFile064.csv",0.0628839316269195,0.808355940249824,0.00404653227093081
65,"ranFile065.csv",-0.176752366198372,0.376300534677883,0.0492148438711317
66,"ranFile066.csv",-0.373143990702689,0.0100946710049346,0.161744883054813
67,"ranFile067.csv",0.598978372326231,0.0356343790684799,0.278519980751463
68,"ranFile068.csv",-0.186593733799832,0.143768030276236,0.0358711470327581
69,"ranFile069.csv",-0.03222311903119,0.798268169031521,0.00091320702740468
70,"ranFile070.csv",0.362707059063079,0.177594652022912,0.104236565030067
71,"ranFile071.csv",0.152072711010464,0.348434740086917,0.0214713921044284
72,"ranFile072.csv",0.218871223569455,0.0516917807515398,0.047079188899231
73,"ranFile073.csv",0.0112899493975993,0.933832587829029,9.00980265364681e-05
74,"ranFile074.csv",0.0684819587225268,0.651988308024772,0.0041848481853776
75,"ranFile075.csv",-0.0451914263227918,0.692033974127245,0.00242940596884863
76,"ranFile076.csv",-0.373115753162354,0.21111193923475,0.167644592727486
77,"ranFile077.csv",-0.198192877820113,0.327656749128838,0.0273862427622832
78,"ranFile078.csv",-0.101303516729412,0.311193932821574,0.0155354896585752
79,"ranFile079.csv",-0.0633161739520726,0.590258096658087,0.00346626220930063
80,"ranFile092.csv",0.0226098566124783,0.847310036700726,0.000478277779837844
81,"ranFile093.csv",-0.0741402745170385,0.67959395176204,0.00442054023958536
82,"ranFile094.csv",0.0414844720795111,0.818964314942177,0.00143403386005743
83,"ranFile095.csv",-0.239112264102279,0.357712038037732,0.026492688144171
84,"ranFile096.csv",0.0830067437105254,0.645353394433915,0.0067006313920623
85,"ranFile097.csv",0.117101318516086,0.474653475408768,0.0166158786864308
86,"ranFile098.csv",-0.0505973001128384,0.675850454258739,0.00228275780079374
87,"ranFile099.csv",0.163209079380211,0.238326241998088,0.0227197084074152
88,"ranFile100.csv",0.326778802478226,0.0841462014123508,0.0961462742017591
